draw_no,date,numbers,bonus,num1,num2,num3,num4,num5,num6,total_sales,first_prize_amount,first_prize_winners,first_accum_amount
568,2013-10-19,"[1, 3, 17, 20, 31, 44]",40,1,3,17,20,31,44,57681628000,1305167550,10,13051675500
569,2013-10-26,"[3, 6, 13, 23, 24, 35]",1,3,6,13,23,24,35,58441902000,3467925188,4,13871700750
570,2013-11-02,"[1, 12, 26, 27, 29, 33]",42,1,12,26,27,29,33,57654279000,1527791625,9,13750124625
571,2013-11-09,"[11, 18, 21, 26, 38, 43]",29,11,18,21,26,38,43,56493528000,1966538465,7,13765769250
572,2013-11-16,"[3, 13, 18, 33, 37, 45]",1,3,13,18,33,37,45,56473602000,1668216188,8,13345729500
573,2013-11-23,"[2, 4, 20, 34, 35, 43]",14,2,4,20,34,35,43,56092721000,1645691766,8,13165534125
574,2013-11-30,"[14, 15, 16, 19, 25, 43]",2,14,15,16,19,25,43,55882933000,6965184938,2,13930369875
575,2013-12-07,"[2, 8, 20, 30, 33, 34]",6,2,8,20,30,33,34,56330738000,1699267875,8,13594143000
576,2013-12-14,"[10, 11, 15, 25, 35, 41]",13,10,11,15,25,35,41,54691148000,4321966000,3,12965898000
577,2013-12-21,"[16, 17, 22, 31, 34, 37]",33,16,17,22,31,34,37,57010827000,4484438375,3,13453315125
578,2013-12-28,"[5, 12, 14, 32, 34, 42]",16,5,12,14,32,34,42,58584741000,2796466575,5,13982332875
579,2014-01-04,"[5, 7, 20, 22, 37, 42]",39,5,7,20,22,37,42,63532871000,1396068444,11,15356752884
580,2014-01-11,"[5, 7, 9, 11, 32, 35]",33,5,7,9,11,32,35,60514216000,2028610500,7,14200273500
581,2014-01-18,"[3, 5, 14, 20, 42, 44]",33,3,5,14,20,42,44,60257457000,1844554547,8,14756436376
582,2014-01-25,"[2, 12, 14, 33, 40, 41]",25,2,12,14,33,40,41,59306953000,3560558719,4,14242234876
583,2014-02-01,"[8, 17, 27, 33, 40, 44]",24,8,17,27,33,40,44,62675295000,1341848353,11,14760331883
584,2014-02-08,"[7, 18, 30, 39, 40, 41]",36,7,18,30,39,40,41,61343856000,5033183250,3,15099549750
585,2014-02-15,"[6, 7, 10, 16, 38, 41]",4,6,7,10,16,38,41,60253002000,1620546334,9,14584917006
586,2014-02-22,"[2, 7, 12, 15, 21, 34]",5,2,7,12,15,21,34,59502096000,1778354344,8,14226834752
587,2014-03-01,"[14, 21, 29, 31, 32, 37]",17,14,21,29,31,32,37,59715499000,4974577375,3,14923732125
588,2014-03-08,"[2, 8, 15, 22, 25, 41]",30,2,8,15,22,25,41,59533101000,2889342075,5,14446710375
589,2014-03-15,"[6, 8, 28, 33, 38, 39]",22,6,8,28,33,38,39,60643729000,2136877983,7,14958145881
590,2014-03-22,"[20, 30, 36, 38, 41, 45]",23,20,30,36,38,41,45,60003131000,2185183983,7,15296287881
591,2014-03-29,"[8, 13, 14, 30, 38, 39]",5,8,13,14,30,38,39,59373946000,2964676200,5,14823381000
592,2014-04-05,"[2, 5, 6, 13, 28, 44]",43,2,5,6,13,28,44,58097477000,2356381688,6,14138290128
593,2014-04-12,"[9, 10, 13, 24, 33, 38]",28,9,10,13,24,33,38,59368204000,1532833500,9,13795501500
594,2014-04-19,"[2, 8, 13, 25, 28, 37]",3,2,8,13,25,28,37,57764442000,1255592796,11,13811520756
595,2014-04-26,"[8, 24, 28, 35, 38, 40]",5,8,24,28,35,38,40,57797288000,1744525219,8,13956201752
596,2014-05-03,"[3, 4, 12, 14, 25, 43]",17,3,4,12,14,25,43,56561071000,1328267663,10,13282676630
597,2014-05-10,"[8, 10, 23, 24, 35, 43]",37,8,10,23,24,35,43,56832361000,1057920606,13,13752967878
598,2014-05-17,"[4, 12, 24, 33, 38, 45]",22,4,12,24,33,38,45,57518550000,833998594,16,13343977504
599,2014-05-24,"[5, 12, 17, 29, 34, 35]",27,5,12,17,29,34,35,57381791000,1710918329,8,13687346632
600,2014-05-31,"[5, 11, 14, 27, 29, 36]",44,5,11,14,27,29,36,56372519000,901798725,15,13526980875
601,2014-06-07,"[2, 16, 19, 31, 34, 35]",37,2,16,19,31,34,35,55868455000,1524565209,9,13721086881
602,2014-06-14,"[13, 14, 22, 27, 30, 38]",2,13,14,22,27,30,38,56262855000,1689530860,8,13516246880
603,2014-06-21,"[2, 19, 25, 26, 27, 43]",28,2,19,25,26,27,43,56276650000,3452136563,4,13808546252
604,2014-06-28,"[2, 6, 18, 21, 33, 34]",30,2,6,18,21,33,34,56266399000,1229141557,11,13520557127
605,2014-07-05,"[1, 2, 7, 9, 10, 38]",42,1,2,7,9,10,38,56622924000,1394232250,9,12548090250
606,2014-07-12,"[1, 5, 6, 14, 20, 39]",22,1,5,6,14,20,39,56928896000,1311566850,10,13115668500
607,2014-07-19,"[8, 14, 23, 36, 38, 39]",13,8,14,23,36,38,39,56806213000,3494480907,4,13977923628
608,2014-07-26,"[4, 8, 18, 19, 39, 44]",41,4,8,18,19,39,44,56146117000,1943530018,7,13604710126
609,2014-08-02,"[4, 8, 27, 34, 39, 40]",13,4,8,27,34,39,40,54858201000,6339311438,2,12678622876
610,2014-08-09,"[14, 18, 20, 23, 28, 36]",33,14,18,20,23,28,36,56862756000,3516018375,4,14064073500
611,2014-08-16,"[2, 22, 27, 33, 36, 37]",14,2,22,27,33,36,37,57411079000,3502706157,4,14010824628
612,2014-08-23,"[6, 9, 18, 19, 25, 33]",40,6,9,18,19,25,33,56931314000,1181705250,11,12998757750
613,2014-08-30,"[7, 8, 11, 16, 41, 44]",35,7,8,11,16,41,44,57986249000,1549831209,9,13948480881
614,2014-09-06,"[8, 21, 25, 39, 40, 44]",18,8,21,25,39,40,44,62301977000,2540975438,6,15245852628
615,2014-09-13,"[10, 17, 18, 19, 23, 27]",35,10,17,18,19,23,27,59072378000,1535062417,9,13815561753
616,2014-09-20,"[5, 13, 18, 23, 40, 45]",3,5,13,18,23,40,45,60303360000,1611811250,9,14506301250
617,2014-09-27,"[4, 5, 11, 12, 24, 27]",28,4,5,11,12,24,27,58958123000,1629701860,8,13037614880
618,2014-10-04,"[8, 16, 25, 30, 42, 43]",15,8,16,25,30,42,43,58550803000,2881326225,5,14406631125
619,2014-10-11,"[6, 8, 13, 30, 35, 40]",21,6,8,13,30,35,40,58822925000,4612479375,3,13837438125
620,2014-10-18,"[2, 16, 17, 32, 39, 45]",40,2,16,17,32,39,45,58342777000,2028283233,7,14197982631
621,2014-10-25,"[1, 2, 6, 16, 19, 42]",9,1,2,6,16,19,42,59407216000,2359723500,6,14158341000
622,2014-11-01,"[9, 15, 16, 21, 28, 34]",24,9,15,16,21,28,34,59601329000,1630598292,9,14675384628
623,2014-11-08,"[7, 13, 30, 39, 41, 45]",25,7,13,30,39,41,45,58504142000,1813702594,8,14509620752
624,2014-11-15,"[1, 7, 19, 26, 27, 35]",16,1,7,19,26,27,35,57832726000,2763729450,5,13818647250
625,2014-11-22,"[3, 6, 7, 20, 21, 39]",13,3,6,7,20,21,39,58614979000,2765184675,5,13825923375
626,2014-11-29,"[13, 14, 26, 33, 40, 43]",15,13,14,26,33,40,43,58986187000,1717871110,8,13742968880
627,2014-12-06,"[2, 9, 22, 25, 31, 45]",12,2,9,22,25,31,45,55981334000,1352230650,10,13522306500
628,2014-12-13,"[1, 7, 12, 15, 23, 42]",11,1,7,12,15,23,42,57253109000,1499942875,9,13499485875
629,2014-12-20,"[19, 28, 31, 38, 43, 44]",1,19,28,31,38,43,44,57618701000,2919433575,5,14597167875
630,2014-12-27,"[8, 17, 21, 24, 27, 31]",15,8,17,21,24,27,31,61335894000,4836305500,3,14508916500
631,2015-01-03,"[1, 2, 4, 23, 31, 34]",8,1,2,4,23,31,34,65300621000,3919853532,4,15679414128
632,2015-01-10,"[15, 18, 21, 32, 35, 44]",6,15,18,21,32,35,44,63066603000,1432587716,11,15758464876
633,2015-01-17,"[9, 12, 19, 20, 39, 41]",13,9,12,19,20,39,41,62015797000,1217257094,12,14607085128
634,2015-01-24,"[4, 10, 11, 12, 20, 27]",38,4,10,11,12,20,27,63149567000,1077935106,13,14013156378
635,2015-01-31,"[11, 13, 25, 26, 29, 33]",32,11,13,25,26,29,33,62429621000,1855587235,8,14844697880
636,2015-02-07,"[6, 7, 15, 16, 20, 31]",26,6,7,15,16,20,31,62786394000,1832362219,8,14658897752
637,2015-02-14,"[3, 16, 22, 37, 38, 44]",23,3,16,22,37,38,44,63504865000,3899241094,4,15596964376
638,2015-02-21,"[7, 18, 22, 24, 31, 34]",6,7,18,22,24,31,34,64319586000,2229403179,7,15605822253
639,2015-02-28,"[6, 15, 22, 23, 25, 32]",40,6,15,22,23,25,32,66202599000,4061185219,4,16244740876
640,2015-03-07,"[14, 15, 18, 21, 26, 35]",23,14,15,18,21,26,35,64080502000,1728768834,9,15558919506
641,2015-03-14,"[11, 18, 21, 36, 37, 43]",12,11,18,21,36,37,43,63773134000,1990074563,8,15920596504
642,2015-03-21,"[8, 17, 18, 24, 39, 45]",32,8,17,18,24,39,45,63544224000,1251460438,12,15017525256
643,2015-03-28,"[15, 24, 31, 32, 33, 40]",13,15,24,31,32,33,40,63110068000,2535763625,6,15214581750
644,2015-04-04,"[5, 13, 17, 23, 28, 36]",8,5,13,17,23,28,36,61846599000,1831451204,8,14651609632
645,2015-04-11,"[1, 4, 16, 26, 40, 41]",31,1,4,16,26,40,41,62661756000,3696297750,4,14785191000
646,2015-04-18,"[2, 9, 24, 41, 43, 45]",30,2,9,24,41,43,45,62308090000,2215498393,7,15508488751
647,2015-04-25,"[5, 16, 21, 23, 24, 30]",29,5,16,21,23,24,30,62314338000,2189725608,7,15328079256
648,2015-05-02,"[13, 19, 28, 37, 38, 43]",4,13,19,28,37,38,43,60874405000,2120987947,7,14846915629
649,2015-05-09,"[3, 21, 22, 33, 41, 42]",20,3,21,22,33,41,42,60473178000,2948042100,5,14740210500
650,2015-05-16,"[3, 4, 7, 11, 31, 41]",35,3,4,7,11,31,41,60991082000,2849298900,5,14246494500
651,2015-05-23,"[11, 12, 16, 26, 29, 44]",18,11,12,16,26,29,44,61494891000,1855306454,8,14842451632
652,2015-05-30,"[3, 13, 15, 40, 41, 44]",20,3,13,15,40,41,44,60426977000,3003483525,5,15017417625
653,2015-06-06,"[5, 6, 26, 27, 38, 39]",1,5,6,26,27,38,39,59716037000,980958670,14,13733421380
654,2015-06-13,"[16, 21, 26, 31, 36, 43]",6,16,21,26,31,36,43,60697813000,1879301391,8,15034411128
655,2015-06-20,"[7, 37, 38, 39, 40, 44]",18,7,37,38,39,40,44,60434801000,1661439625,9,14952956625
656,2015-06-27,"[3, 7, 14, 16, 31, 40]",39,3,7,14,16,31,40,61328118000,7330002750,2,14660005500
657,2015-07-04,"[10, 14, 19, 39, 40, 43]",23,10,14,19,39,40,43,61769837000,1694762792,9,15252865128
658,2015-07-11,"[8, 19, 25, 28, 32, 36]",37,8,19,25,28,32,36,61131243000,1634031375,9,14706282375
659,2015-07-18,"[7, 18, 19, 27, 29, 42]",45,7,18,19,27,29,42,61677747000,1336604216,11,14702646376
660,2015-07-25,"[4, 9, 23, 33, 39, 44]",14,4,9,23,33,39,44,60813322000,1421272575,10,14212725750
661,2015-08-01,"[2, 3, 12, 20, 27, 38]",40,2,3,12,20,27,38,59597375000,1713025547,8,13704204376
662,2015-08-08,"[5, 6, 9, 11, 15, 37]",26,5,6,9,11,15,37,59164542000,1689733688,8,13517869504
663,2015-08-15,"[3, 5, 8, 19, 38, 42]",20,3,5,8,19,38,42,61100704000,2080244143,7,14561709001
664,2015-08-22,"[10, 20, 33, 36, 41, 44]",5,10,20,33,36,41,44,61921689000,1536801338,10,15368013380
665,2015-08-29,"[5, 6, 11, 17, 38, 44]",13,5,6,11,17,38,44,61885874000,3643230375,4,14572921500
666,2015-09-05,"[2, 4, 6, 11, 17, 28]",16,2,4,6,11,17,28,62652917000,2396901063,6,14381406378
667,2015-09-12,"[15, 17, 25, 37, 42, 43]",13,15,17,25,37,42,43,63421632000,2228764393,7,15601350751
668,2015-09-19,"[12, 14, 15, 24, 27, 32]",3,12,14,15,24,27,32,63346405000,2991158625,5,14955793125
669,2015-09-26,"[7, 8, 20, 29, 33, 38]",9,7,8,20,29,33,38,67952211000,2708173188,6,16249039128
670,2015-10-03,"[11, 18, 26, 27, 40, 41]",25,11,18,26,27,40,41,62242687000,1191725219,12,14300702628
671,2015-10-10,"[7, 9, 10, 13, 31, 35]",24,7,9,10,13,31,35,63940807000,3722322844,4,14889291376
672,2015-10-17,"[8, 21, 28, 31, 36, 45]",43,8,21,28,31,36,45,63542330000,1754745000,9,15792705000
673,2015-10-24,"[7, 10, 17, 29, 33, 44]",5,7,10,17,29,33,44,63163578000,1491453300,10,14914533000
674,2015-10-31,"[9, 10, 14, 25, 27, 31]",11,9,10,14,25,27,31,61386974000,1770565500,8,14164524000
675,2015-11-07,"[1, 8, 11, 15, 18, 45]",7,1,8,11,15,18,45,60458623000,3514549032,4,14058196128
676,2015-11-14,"[1, 8, 17, 34, 39, 45]",27,1,8,17,34,39,45,62147642000,1879726500,8,15037812000
677,2015-11-21,"[12, 15, 24, 36, 41, 44]",42,12,15,24,36,41,44,62267624000,1921114407,8,15368915256
678,2015-11-28,"[4, 5, 6, 12, 25, 37]",45,4,5,6,12,25,37,60887293000,2288490188,6,13730941128
679,2015-12-05,"[3, 5, 7, 14, 26, 34]",35,3,5,7,14,26,34,62220918000,2863005600,5,14315028000
680,2015-12-12,"[4, 10, 19, 29, 32, 42]",30,4,10,19,29,32,42,64245201000,1110570563,14,15547987882
681,2015-12-19,"[21, 24, 27, 29, 43, 44]",7,21,24,27,29,43,44,63268253000,2696328938,6,16177973628
682,2015-12-26,"[17, 23, 27, 35, 38, 43]",2,17,23,27,35,38,43,66757858000,4063713563,4,16254854252
683,2016-01-02,"[6, 13, 20, 27, 28, 40]",15,6,13,20,27,28,40,71940091000,1010930883,16,16174894128
684,2016-01-09,"[1, 11, 15, 17, 25, 39]",40,1,11,15,17,25,39,66623887000,1688815709,9,15199341381
685,2016-01-16,"[6, 7, 12, 28, 38, 40]",18,6,7,12,28,38,40,69126675000,1494367671,11,16438044381
686,2016-01-23,"[7, 12, 15, 24, 25, 43]",13,7,12,15,24,25,43,65274010000,1937531719,8,15500253752
687,2016-01-30,"[1, 8, 10, 13, 28, 42]",45,1,8,10,13,28,42,68044669000,2720029313,6,16320175878
688,2016-02-06,"[5, 15, 22, 23, 34, 35]",2,5,15,22,23,34,35,73095612000,1967536750,9,17707830750
689,2016-02-13,"[7, 17, 19, 30, 36, 38]",34,7,17,19,30,36,38,67460147000,2321775911,7,16252431377
690,2016-02-20,"[24, 25, 33, 34, 38, 39]",43,24,25,33,34,38,39,69142025000,1126507625,15,16897614375
691,2016-02-27,"[15, 27, 33, 35, 43, 45]",16,15,27,33,35,43,45,68590328000,2839296750,6,17035780500
692,2016-03-05,"[3, 11, 14, 15, 32, 36]",44,3,11,14,15,32,36,66390499000,2301273697,7,16108915879
693,2016-03-12,"[1, 6, 11, 28, 34, 42]",30,1,6,11,28,34,42,67352935000,1642763813,10,16427638130
694,2016-03-19,"[7, 15, 20, 25, 33, 43]",12,7,15,20,25,33,43,67533257000,1555036388,10,15550363880
695,2016-03-26,"[4, 18, 26, 33, 34, 38]",14,4,18,26,33,34,38,67672085000,1450214830,11,15952363130
696,2016-04-02,"[1, 7, 16, 18, 34, 38]",21,1,7,16,18,34,38,67542971000,1632054413,10,16320544130
697,2016-04-09,"[2, 5, 8, 11, 33, 39]",31,2,5,8,11,33,39,66966141000,1531443038,10,15314430380
698,2016-04-16,"[3, 11, 13, 21, 33, 37]",18,3,11,13,21,33,37,66283268000,1921084125,8,15368673000
699,2016-04-23,"[4, 5, 8, 16, 21, 29]",3,4,5,8,16,21,29,66743146000,1995411375,8,15963291000
700,2016-04-30,"[11, 23, 28, 29, 30, 44]",13,11,23,28,29,30,44,66846276000,2082099188,8,16656793504
701,2016-05-07,"[3, 10, 14, 16, 36, 38]",35,3,10,14,16,36,38,64454138000,1583183175,10,15831831750
702,2016-05-14,"[3, 13, 16, 24, 26, 29]",9,3,13,16,24,26,29,66219854000,1465091387,11,16116005257
703,2016-05-21,"[10, 28, 31, 33, 41, 44]",21,10,28,31,33,41,44,65728988000,3235784100,5,16178920500
704,2016-05-28,"[1, 4, 8, 23, 33, 42]",45,1,4,8,23,33,42,65930117000,3865190344,4,15460761376
705,2016-06-04,"[1, 6, 17, 22, 28, 45]",23,1,6,17,22,28,45,65859843000,3987206532,4,15948826128
706,2016-06-11,"[3, 4, 6, 10, 28, 30]",37,3,4,6,10,28,30,65723488000,3831746063,4,15326984252
707,2016-06-18,"[2, 12, 19, 24, 39, 44]",35,2,12,19,24,39,44,66813924000,1322167313,12,15866007756
708,2016-06-25,"[2, 10, 16, 19, 34, 45]",1,2,10,16,19,34,45,66806307000,4099552219,4,16398208876
709,2016-07-02,"[10, 18, 30, 36, 39, 44]",32,10,18,30,36,39,44,65592504000,1165271625,14,16313802750
710,2016-07-09,"[3, 4, 9, 24, 25, 33]",10,3,4,9,24,25,33,65083972000,2895441150,5,14477205750
711,2016-07-16,"[11, 15, 24, 35, 37, 45]",42,11,15,24,35,37,45,66152746000,2277413358,7,15941893506
712,2016-07-23,"[17, 20, 30, 31, 33, 45]",19,17,20,30,31,33,45,66136318000,4034485125,4,16137940500
713,2016-07-30,"[2, 5, 15, 18, 19, 23]",44,2,5,15,18,19,23,64646552000,1714720917,9,15432488253
714,2016-08-06,"[1, 7, 22, 33, 37, 40]",20,1,7,22,33,37,40,64099989000,2085131733,7,14595922131
715,2016-08-13,"[2, 7, 27, 33, 41, 44]",10,2,7,27,33,41,44,65794607000,2605510438,6,15633062628
716,2016-08-20,"[2, 6, 13, 16, 29, 30]",21,2,6,13,16,29,30,67040169000,1358752157,12,16305025884
717,2016-08-27,"[2, 11, 19, 25, 28, 32]",44,2,11,19,25,28,32,68597839000,2702433688,6,16214602128
718,2016-09-03,"[4, 11, 20, 23, 32, 39]",40,4,11,20,23,32,39,69400763000,926166464,17,15744829888
719,2016-09-10,"[4, 8, 13, 19, 20, 43]",26,4,8,13,19,20,43,71378392000,1879581334,9,16916232006
720,2016-09-17,"[1, 12, 29, 34, 36, 37]",41,1,12,29,34,36,37,69939090000,1233770358,14,17272785012
721,2016-09-24,"[1, 28, 35, 41, 43, 44]",31,1,28,35,41,43,44,71627567000,2273767360,8,18190138880
722,2016-10-01,"[12, 14, 21, 30, 39, 43]",45,12,14,21,30,39,43,69446489000,4365422719,4,17461690876
723,2016-10-08,"[20, 30, 33, 35, 36, 44]",22,20,30,33,35,36,44,67750231000,2114365360,8,16914922880
724,2016-10-15,"[2, 8, 33, 35, 37, 41]",14,2,8,33,35,37,41,69987274000,1427789813,12,17133477756
725,2016-10-22,"[6, 7, 19, 21, 41, 43]",38,6,7,19,21,41,43,70208676000,1579217250,11,17371389750
726,2016-10-29,"[1, 11, 21, 23, 34, 44]",24,1,11,21,23,34,44,68799295000,1166872634,14,16336216876
727,2016-11-05,"[7, 8, 10, 19, 21, 31]",20,7,8,10,19,21,31,67559139000,1115107742,14,15611508388
728,2016-11-12,"[3, 6, 10, 30, 34, 37]",36,3,6,10,30,34,37,68306112000,3243464400,5,16217322000
729,2016-11-19,"[11, 17, 21, 26, 36, 45]",16,11,17,21,26,36,45,68784161000,4198250719,4,16793002876
730,2016-11-26,"[4, 10, 14, 15, 18, 22]",39,4,10,14,15,18,22,66934105000,2017382110,8,16139056880
731,2016-12-03,"[2, 7, 13, 25, 42, 45]",39,2,7,13,25,42,45,69239673000,2340471054,7,16383297378
732,2016-12-10,"[2, 4, 5, 17, 27, 32]",43,2,4,5,17,27,32,68645948000,2203270608,7,15422894256
733,2016-12-17,"[11, 24, 32, 33, 35, 40]",13,11,24,32,33,35,40,69321488000,4016725125,4,16066900500
734,2016-12-24,"[6, 16, 37, 38, 41, 45]",18,6,16,37,38,41,45,71457582000,1949395500,9,17544559500
735,2016-12-31,"[5, 10, 13, 27, 37, 41]",4,5,10,13,27,37,41,77488209000,1847231588,10,18472315880
736,2017-01-07,"[2, 11, 17, 18, 21, 27]",6,2,11,17,18,21,27,73510203000,3397362225,5,16986811125
737,2017-01-14,"[13, 15, 18, 24, 27, 41]",11,13,15,18,24,27,41,70775944000,4283061000,4,17132244000
738,2017-01-21,"[23, 27, 28, 38, 42, 43]",36,23,27,28,38,42,43,71768122000,1634191091,11,17976102001
739,2017-01-28,"[7, 22, 29, 33, 34, 35]",30,7,22,29,33,34,35,77999661000,4744122282,4,18976489128
740,2017-02-04,"[4, 8, 9, 16, 17, 19]",31,4,8,9,16,17,19,75186520000,936929792,18,16864736256
741,2017-02-11,"[5, 21, 27, 34, 44, 45]",16,5,21,27,34,44,45,74392585000,3043595938,6,18261575628
742,2017-02-18,"[8, 10, 13, 36, 37, 40]",6,8,10,13,36,37,40,73857792000,1111814813,16,17789037008
743,2017-02-25,"[15, 19, 21, 34, 41, 44]",10,15,19,21,34,41,44,73436852000,2608641000,7,18260487000
744,2017-03-04,"[10, 15, 18, 21, 34, 41]",43,10,15,18,21,34,41,73507293000,1155411575,15,17331173625
745,2017-03-11,"[1, 2, 3, 9, 12, 23]",10,1,2,3,9,12,23,73575119000,746822982,20,14936459640
746,2017-03-18,"[3, 12, 33, 36, 42, 45]",25,3,12,33,36,42,45,74239579000,2038623709,9,18347613381
747,2017-03-25,"[7, 9, 12, 14, 23, 28]",17,7,9,12,14,23,28,73337880000,1903214584,9,17128931256
748,2017-04-01,"[3, 10, 13, 22, 31, 32]",29,3,10,13,22,31,32,72750277000,1928246542,9,17354218878
749,2017-04-08,"[12, 14, 24, 26, 34, 45]",41,12,14,24,26,34,45,72252889000,1350104395,13,17551357135
750,2017-04-15,"[1, 2, 15, 19, 24, 36]",12,1,2,15,19,24,36,72248100000,2522104286,7,17654730002
751,2017-04-22,"[3, 4, 16, 20, 28, 44]",17,3,4,16,20,28,44,71534233000,2097968110,8,16783744880
752,2017-04-29,"[4, 16, 20, 33, 40, 43]",7,4,16,20,33,40,43,71600822000,1870358834,9,16833229506
753,2017-05-06,"[2, 17, 19, 24, 37, 41]",3,2,17,19,24,37,41,68915001000,2711105063,6,16266630378
754,2017-05-13,"[2, 8, 17, 24, 29, 31]",32,2,8,17,24,29,31,70765850000,3427542000,5,17137710000
755,2017-05-20,"[13, 14, 26, 28, 30, 36]",37,13,14,26,28,30,36,71300635000,2214427266,8,17715418128
756,2017-05-27,"[10, 14, 16, 18, 27, 28]",4,10,14,16,18,27,28,70992946000,3414434700,5,17072173500
757,2017-06-03,"[6, 7, 11, 17, 33, 44]",1,6,7,11,17,33,44,71053002000,739839858,21,15536637018
758,2017-06-10,"[5, 9, 12, 30, 39, 43]",24,5,9,12,30,39,43,71764259000,2078969954,8,16631759632
759,2017-06-17,"[9, 33, 36, 40, 42, 43]",32,9,33,36,40,42,43,72632208000,3032670500,6,18196023000
760,2017-06-24,"[10, 22, 27, 31, 42, 43]",12,10,22,27,31,42,43,72200797000,2253299391,8,18026395128
761,2017-07-01,"[4, 7, 11, 24, 42, 45]",30,4,7,11,24,42,45,71415903000,2392730518,7,16749113626
762,2017-07-08,"[1, 3, 12, 21, 26, 41]",16,1,3,12,21,26,41,70558895000,1631432063,10,16314320630
763,2017-07-15,"[3, 8, 16, 32, 34, 43]",10,3,8,16,32,34,43,70652100000,2138130000,8,17105040000
764,2017-07-22,"[7, 22, 24, 31, 34, 36]",15,7,22,24,31,34,36,70318932000,2459975465,7,17219828255
765,2017-07-29,"[1, 3, 8, 12, 42, 43]",33,1,3,8,12,42,43,70972360000,1109214250,15,16638213750
766,2017-08-05,"[9, 30, 34, 35, 39, 41]",21,9,30,34,35,39,41,69500769000,2173637297,8,17389098376
767,2017-08-12,"[5, 15, 20, 31, 34, 42]",22,5,15,20,31,34,42,71285599000,1163768725,15,17456530875
768,2017-08-19,"[7, 27, 29, 30, 38, 44]",4,7,27,29,30,38,44,72306975000,1363572260,13,17726439380
769,2017-08-26,"[5, 7, 11, 16, 41, 45]",4,5,7,11,16,41,45,72873431000,1930760042,9,17376840378
770,2017-09-02,"[1, 9, 12, 23, 39, 43]",34,1,9,12,23,39,43,74166379000,2163099329,8,17304794632
771,2017-09-09,"[6, 10, 17, 18, 21, 29]",30,6,10,17,18,21,29,73545939000,4362644907,4,17450579628
772,2017-09-16,"[5, 6, 11, 14, 21, 41]",32,5,6,11,14,21,41,74375369000,1769608838,10,17696088380
773,2017-09-23,"[8, 12, 19, 21, 31, 35]",44,8,12,19,21,31,35,74560597000,1609403080,11,17703433880
774,2017-09-30,"[12, 15, 18, 28, 34, 42]",9,12,15,18,28,34,42,77347021000,1709721512,11,18806936632
775,2017-10-07,"[11, 12, 29, 33, 38, 42]",17,11,12,29,33,38,42,70795452000,3470437650,5,17352188250
776,2017-10-14,"[8, 9, 18, 21, 28, 40]",20,8,9,18,21,28,40,74826082000,2557579393,7,17903055751
777,2017-10-21,"[6, 12, 17, 21, 34, 37]",18,6,12,17,21,34,37,75534360000,833468036,21,17502828756
778,2017-10-28,"[6, 21, 35, 36, 37, 41]",11,6,21,35,36,37,41,75075606000,6264069500,3,18792208500
779,2017-11-04,"[6, 12, 19, 24, 34, 41]",4,6,12,19,24,34,41,73773676000,1527709296,11,16804802256
780,2017-11-11,"[15, 17, 19, 21, 27, 45]",16,15,17,19,21,27,45,74232084000,1667520137,11,18342721507
781,2017-11-18,"[11, 16, 18, 19, 24, 39]",43,11,16,18,19,24,39,72483157000,1882891542,9,16946023878
782,2017-11-25,"[6, 18, 31, 34, 38, 45]",20,6,18,31,34,38,45,72253973000,1946487625,9,17518388625
783,2017-12-02,"[14, 15, 16, 17, 38, 45]",36,14,15,16,17,38,45,73525256000,4603964625,4,18415858500
784,2017-12-09,"[3, 10, 23, 24, 31, 39]",22,3,10,23,24,31,39,74311382000,1908678000,9,17178102000
785,2017-12-16,"[4, 6, 15, 25, 26, 33]",40,4,6,15,25,26,33,72974563000,2886622688,6,17319736128
786,2017-12-23,"[12, 15, 16, 20, 24, 30]",38,12,15,16,20,24,30,75930156000,4551365250,4,18205461000
787,2017-12-30,"[5, 6, 13, 16, 27, 28]",9,5,6,13,16,27,28,79593923000,3092108313,6,18552649878
788,2018-01-06,"[2, 10, 11, 19, 35, 39]",29,2,10,11,19,35,39,78121882000,1401475154,13,18219177002
789,2018-01-13,"[2, 6, 7, 12, 19, 45]",38,2,6,7,12,19,45,76136603000,1140976825,15,17114652375
790,2018-01-20,"[3, 8, 19, 27, 30, 41]",12,3,8,19,27,30,41,78978881000,1160516274,16,18568260384
791,2018-01-27,"[2, 10, 12, 31, 33, 42]",32,2,10,12,31,33,42,74205844000,1253081893,14,17543146502
792,2018-02-03,"[2, 7, 19, 25, 29, 36]",16,2,7,19,25,29,36,76339003000,2655736768,7,18590157376
793,2018-02-10,"[10, 15, 21, 35, 38, 43]",31,10,15,21,35,38,43,76177477000,3750146775,5,18750733875
794,2018-02-17,"[6, 7, 18, 19, 30, 38]",13,6,7,18,19,30,38,79941579000,2650940304,7,18556582128
795,2018-02-24,"[3, 10, 13, 26, 34, 38]",36,3,10,13,26,34,38,79661342000,1714977000,11,18864747000
796,2018-03-03,"[1, 21, 26, 36, 40, 41]",5,1,21,26,36,40,41,77685943000,2763490340,7,19344432380
797,2018-03-10,"[5, 22, 31, 32, 39, 45]",36,5,22,31,32,39,45,77339940000,2397028125,8,19176225000
798,2018-03-17,"[2, 10, 14, 22, 32, 36]",41,2,10,14,22,32,36,77038759000,2710791911,7,18975543377
799,2018-03-24,"[12, 17, 23, 34, 42, 45]",33,12,17,23,34,42,45,76708986000,1826427225,10,18264272250
